officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Narainpur Dohania B.O,263152,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,NA,Gadarpur S.O,Haldwani H.O,NA,NA
Narayanpur B.O,263148,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,NA,Kichha S.O,Haldwani H.O,NA,NA
Nartola B.O,263132,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Bhowali S.O,Nainital H.O,NA,NA
Nathuwakhan B.O,263158,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,NA,Narain Swamy Ashram S.O,Nainital H.O,NA,NA
Naugaon Nath B.O,262308,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Khatima,Udham Singh Nagar,UTTARAKHAND,NA,Khatima S.O,Nainital H.O,NA,NA
Naugaon Thagoo B.O,262308,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Khatima,Udham Singh Nagar,UTTARAKHAND,NA,Khatima S.O,Nainital H.O,NA,NA
Nausar B.O,262308,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Khatima,Udham Singh Nagar,UTTARAKHAND,NA,Khatima S.O,Nainital H.O,NA,NA
Nayeli B.O,263138,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Koshya Kutali,Nainital,UTTARAKHAND,NA,Mukteshwar(Kumaon) S.O,Nainital H.O,NA,NA
Okhaldhunga B.O,263126,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,NA,Kathgodam S.O,Haldwani H.O,NA,NA
Okhalkanda S.O,263157,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,05942-243305,NA,Nainital H.O,NA,NA
Padampur B.O,263157,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Okhalkanda S.O,Nainital H.O,NA,NA
Padampuri B.O,263136,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Bhimtal S.O,Nainital H.O,NA,NA
Padrani B.O,263126,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Kathgodam S.O,Haldwani H.O,NA,NA
Paharpani B.O,263132,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Bhowali S.O,Nainital H.O,NA,NA
Painth Parao S.O,263139,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05946-250125,NA,Haldwani H.O,NA,NA
Pandari B.O,262405,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Sittarganj,Udham Singh Nagar,UTTARAKHAND,NA,Sittarganj S.O,Haldwani H.O,NA,NA
Pandey Gaon B.O,263136,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Bhimtal,Nainital,UTTARAKHAND,NA,Bhimtal S.O,Nainital H.O,NA,NA
Pangoot B.O,263001,B.O directly a/w Head Office,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,NA,NA,Nainital H.O,NA,NA
Pania Mehta B.O,263126,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,NA,Kathgodam S.O,Haldwani H.O,NA,NA
Pantnagar S.O,263145,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,05944-233520,NA,Haldwani H.O,NA,NA
Patalia B.O,263159,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,NA,Kotabagh S.O,Haldwani H.O,NA,NA
Patharchatta B.O,263145,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,NA,Pantnagar S.O,Haldwani H.O,NA,NA
Patkote B.O,263159,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Ramnagar,Nainital,UTTARAKHAND,NA,Kotabagh S.O,Haldwani H.O,NA,NA
Patlot B.O,263157,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Okhalkanda S.O,Nainital H.O,NA,NA
Patwadanger S.O,263128,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-241168,NA,Nainital H.O,NA,NA
Pawalgarh B.O,263140,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kaladhungi,Nainital,UTTARAKHAND,NA,Kaladhungi S.O,Haldwani H.O,NA,NA
Peerumadra B.O,244715,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Ramnagar,Udham Singh Nagar,UTTARAKHAND,NA,Ramnagar S.O (Nainital),Haldwani H.O,NA,NA
Pokharar B.O,263136,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Bhimtal S.O,Nainital H.O,NA,NA
Pokhari B.O,263136,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Dhari,Nainital,UTTARAKHAND,NA,Bhimtal S.O,Nainital H.O,NA,NA
Pratappur B.O,244713,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kashipur,Udham Singh Nagar,UTTARAKHAND,NA,Kashipur (Udham Singh Nagar) S.O,Haldwani H.O,NA,NA
Pratappur B.O,263148,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,NA,Kichha S.O,Haldwani H.O,NA,NA
Pratappur B.O,262311,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Khatima,Udham Singh Nagar,UTTARAKHAND,NA,Nanakmatta S.O,Nainital H.O,NA,NA
Premnagar B.O,263152,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,NA,Gadarpur S.O,Haldwani H.O,NA,NA
Pyura B.O,263138,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kosya Kutauli,Nainital,UTTARAKHAND,NA,Mukteshwar(Kumaon) S.O,Nainital H.O,NA,NA
R.T.C. Hempur S.O,244716,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Kashipur,Udham Singh Nagar,UTTARAKHAND,05947-223121,NA,Haldwani H.O,NA,NA
Raipur B.O,244712,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kashipur,Udham Singh Nagar,UTTARAKHAND,NA,Jaspur S.O,Haldwani H.O,NA,NA
Ramgarh S.O (Nainital),263137,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-281121,NA,Nainital H.O,NA,NA
Ramnagar S.O (Nainital),244715,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05947-251445,NA,Haldwani H.O,NA,NA
Ratighat B.O,263135,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kosya Kutauli,Nainital,UTTARAKHAND,NA,Garampani S.O,Nainital H.O,NA,NA
Rausila B.O,263126,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,NA,Kathgodam S.O,Haldwani H.O,NA,NA
Rinchi B.O,263134,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Kosya Kutauli,Nainital,UTTARAKHAND,NA,Betalghat S.O,Nainital H.O,NA,NA
Riquwasi B.O,244715,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Bhikia Sain,Almora,UTTARAKHAND,NA,Ramnagar S.O (Nainital),Haldwani H.O,NA,NA
Rnibagh B.O,263126,B.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,NA,Kathgodam S.O,Haldwani H.O,NA,NA
Rudarpur S.O,263153,S.O,Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,05944-243337,NA,Haldwani H.O,NA,NA
