officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Vajirkheda B.O,423105,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,NA,Malegaon Camp S.O,Malegaon H.O,NA,NA
Valwade B.O,423206,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,NA,Vadner Malegaon S.O,Malegaon H.O,NA,NA
Vanasgaon B.O,422304,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Niphad,Nashik,MAHARASHTRA,NA,Ugaon S.O,Malegaon H.O,NA,NA
Vanjarwadi B.O,423104,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Yeola,Nashik,MAHARASHTRA,NA,Manmad S.O,Malegaon H.O,NA,NA
Vanoli B.O,423301,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Satana,Nashik,MAHARASHTRA,NA,Satana S.O,Malegaon H.O,NA,NA
Varkheda B.O,422205,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Dindori,Nashik,MAHARASHTRA,NA,Khedgaon S.O (Nashik),Malegaon H.O,NA,NA
Vasol B.O,423301,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Satana,Nashik,MAHARASHTRA,NA,Satana S.O,Malegaon H.O,NA,NA
Vaygaon B.O,423108,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,NA,Ravalgaon S.O,Malegaon H.O,NA,NA
Vehelgaon B.O,423106,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Nandgaon,Nashik,MAHARASHTRA,NA,Nandgaon S.O,Malegaon H.O,NA,NA
Vikharni B.O,423401,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Yeola,Nashik,MAHARASHTRA,NA,Yeola S.O,Malegaon H.O,NA,NA
Vinchur S.O,422305,S.O,Delivery,Malegaon,Aurangabad,Maharashtra,NA,Nashik,MAHARASHTRA,NA,NA,Malegaon H.O,NA,NA
Virane B.O,423206,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,NA,Vadner Malegaon S.O,Malegaon H.O,NA,NA
Virgaon B.O,423301,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Satana,Nashik,MAHARASHTRA,NA,Satana S.O,Malegaon H.O,NA,NA
Visapur B.O,423501,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Satana,Nashik,MAHARASHTRA,NA,Kalwan S.O,Malegaon H.O,NA,NA
Vitave B.O,423101,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Chandwad,Nashik,MAHARASHTRA,NA,Chandwad S.O,Malegaon H.O,NA,NA
Vithewadi B.O,423301,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Satana,Nashik,MAHARASHTRA,NA,Satana S.O,Malegaon H.O,NA,NA
Waghamba B.O,423302,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Satana,Nashik,MAHARASHTRA,NA,Taharabad S.O,Malegaon H.O,NA,NA
Wajgaon B.O,423102,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Devla,Nashik,MAHARASHTRA,NA,Devla S.O,Malegaon H.O,NA,NA
Wakad B.O,422305,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Niphad,Nashik,MAHARASHTRA,NA,Vinchur S.O,Malegaon H.O,NA,NA
Wakhari B.O,423102,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Devla,Nashik,MAHARASHTRA,NA,Devla S.O,Malegaon H.O,NA,NA
Wakhari B.O,423106,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Nandgaon,Nashik,MAHARASHTRA,NA,Nandgaon S.O,Malegaon H.O,NA,NA
Warwandi B.O,423102,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Kalwan,Nashik,MAHARASHTRA,NA,Devla S.O,Malegaon H.O,NA,NA
Yeola Kutcheri Road S.O,423401,S.O,Non-Delivery,Malegaon,Aurangabad,Maharashtra,Yevla,Nashik,MAHARASHTRA,02559-265125,NA,Malegaon H.O,NA,NA
Yeola S.O,423401,S.O,Delivery,Malegaon,Aurangabad,Maharashtra,Yeola,Nashik,MAHARASHTRA,02559-265159,NA,Malegaon H.O,NA,NA
Yesgaon B.O,423212,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,NA,Nimgaon S.O,Malegaon H.O,NA,NA
Zadi B.O,423208,B.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,NA,Saundana S.O,Malegaon H.O,NA,NA
Zodga S.O,423205,S.O,Delivery,Malegaon,Aurangabad,Maharashtra,Malegaon,Nashik,MAHARASHTRA,02554-285721,NA,Malegaon H.O,NA,NA
Adampur B.O,431736,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Biloli,Nanded,MAHARASHTRA,NA,Shankarnagar S.O,Nanded H.O,NA,NA
Adgaon B.O,431708,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Loha,Nanded,MAHARASHTRA,NA,Loha S.O,Nanded H.O,NA,NA
Aithala B.O,431808,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Dharmabad,Nanded,MAHARASHTRA,NA,Karkheli S.O,Nanded H.O,NA,NA
Alandi B.O,431736,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Biloli,Nanded,MAHARASHTRA,NA,Shankarnagar S.O,Nanded H.O,NA,NA
Alur B.O,431723,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Degloor,Nanded,MAHARASHTRA,NA,Shahapur S.O (Nanded),Nanded H.O,NA,NA
Ambadi B.O,431804,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Kinwat,Nanded,MAHARASHTRA,NA,Kinwat S.O,Nanded H.O,NA,NA
Ambulga B.O,431714,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Kandhar,Nanded,MAHARASHTRA,NA,Kandhar S.O,Nanded H.O,NA,NA
Ambulga B.O,431715,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Mukhed,Nanded,MAHARASHTRA,NA,Mukhed S.O,Nanded H.O,NA,NA
Andbori B.O,431811,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Kinwat,Nanded,MAHARASHTRA,NA,Gokunda S.O,Nanded H.O,NA,NA
Andbori B.O,431803,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Kinwat,Nanded,MAHARASHTRA,NA,Islapur S.O,Nanded H.O,NA,NA
Anjankhed B.O,431721,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Mahore,Nanded,MAHARASHTRA,NA,Mahore S.O (Nanded),Nanded H.O,NA,NA
Anmal B.O,431721,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Mahore,Nanded,MAHARASHTRA,NA,Mahore S.O (Nanded),Nanded H.O,NA,NA
Apparaopeth B.O,431803,B.O,Delivery,Nanded,Aurangabad,Maharashtra,NA,Nanded,MAHARASHTRA,NA,Islapur S.O,Nanded H.O,NA,NA
Ardhapur S.O,431704,S.O,Delivery,Nanded,Aurangabad,Maharashtra,Ardhapur,Nanded,MAHARASHTRA,02462-272330,NA,Nanded H.O,NA,NA
Arjapur B.O,431711,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Biloli,Nanded,MAHARASHTRA,NA,Kundalwadi S.O,Nanded H.O,NA,NA
Arli B.O,431710,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Biloli,Nanded,MAHARASHTRA,NA,Biloli S.O,Nanded H.O,NA,NA
Ashoknagar S.O (Nanded),431605,S.O,Non-Delivery,Nanded,Aurangabad,Maharashtra,NA,Nanded,MAHARASHTRA,02462-254052,NA,Nanded H.O,NA,NA
Ashta B.O,431721,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Mahore,Nanded,MAHARASHTRA,NA,Mahore S.O (Nanded),Nanded H.O,NA,NA
Ashti B.O,431712,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Hadgaon,Nanded,MAHARASHTRA,NA,Hadgaon S.O,Nanded H.O,NA,NA
Ashtoor B.O,431708,B.O,Delivery,Nanded,Aurangabad,Maharashtra,Loha,Nanded,MAHARASHTRA,NA,Loha S.O,Nanded H.O,NA,NA
