officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Mundolao B.O,305025,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Srinagar S.O (Ajmer),Madanganj Kishangarh H.O,NA,NA
Nagra Ajmer S.O,305001,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-266103,NA,Ajmer H.O,NA,NA
Naka Madar Ajmer S.O,305007,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2670455,NA,Ajmer H.O,NA,NA
Nalu B.O,305816,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Tiloniya S.O,Madanganj Kishangarh H.O,NA,NA
Nand B.O,305022,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Pushkar S.O,Ajmer H.O,NA,NA
Nareli B.O,305024,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Maday S.O,Ajmer H.O,NA,NA
Narwar B.O,305811,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Kuchil S.O,Madanganj Kishangarh H.O,NA,NA
Nawa B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Naya Bazar S.O (Ajmer),305001,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2423124,NA,Ajmer H.O,NA,NA
Nitooti B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Nooriawas B.O,305206,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Saradhana S.O,Ajmer H.O,NA,NA
Nosal B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Nosar B.O,305004,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Regional College Ajmer S.O,Ajmer H.O,NA,NA
Pal Beesla Ajmer S.O,305007,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2423125,NA,Ajmer H.O,NA,NA
Palran B.O,305025,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Srinagar S.O (Ajmer),Madanganj Kishangarh H.O,NA,NA
Panchsheel Nagar  S.O,305004,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,NA,Ajmer H.O,NA,NA
Paner B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Patan B.O,305816,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Tiloniya S.O,Madanganj Kishangarh H.O,NA,NA
Picholia B.O,305022,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Pushkar S.O,Ajmer H.O,NA,NA
Pinglod B.O,305815,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Salemabad S.O,Madanganj Kishangarh H.O,NA,NA
Pushkar Bazar S.O,305022,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2773085,NA,Ajmer H.O,NA,NA
Pushkar S.O,305022,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2772022,NA,Ajmer H.O,NA,NA
Raghunath Pura B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kiashan Garh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Raj Garh (Ajmer) S.O,305205,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,01491-283363,NA,Ajmer H.O,NA,NA
Raj. Edu. Board Ajmer S.O,305001,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2431150,NA,Ajmer H.O,NA,NA
Ralaota B.O,305801,B.O directly a/w Head Office,Delivery,Ajmer,Ajmer,Rajasthan,Kishsangarh,Ajmer,RAJASTHAN,NA,NA,Madanganj Kishangarh H.O,NA,NA
Ram Ganj Ajmer S.O,305003,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2682102,NA,Ajmer H.O,NA,NA
Rasoolpura B.O,305024,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Maday S.O,Ajmer H.O,NA,NA
Regional College Ajmer S.O,305004,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2642340,NA,Ajmer H.O,NA,NA
Roopnagar S.O,305814,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,01497-220222,NA,Madanganj Kishangarh H.O,NA,NA
RPSC Ajmer S.O,305001,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2423116,NA,Ajmer H.O,NA,NA
Salemabad S.O,305815,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,01497-227822,NA,Madanganj Kishangarh H.O,NA,NA
Sandolia B.O,305813,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Arain S.O,Madanganj Kishangarh H.O,NA,NA
Sanwatsar B.O,305801,B.O directly a/w Head Office,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,NA,Madanganj Kishangarh H.O,NA,NA
Saradhana S.O,305206,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2782240,NA,Ajmer H.O,NA,NA
Sardar Singh Ki Dhani B.O,305801,B.O directly a/w Head Office,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,NA,Madanganj Kishangarh H.O,NA,NA
Sargoan B.O,305802,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Kishangarh City S.O,Madanganj Kishangarh H.O,NA,NA
Sendaria B.O,305002,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Ie Makhu Pura Ajmer S.O,Ajmer H.O,NA,NA
Session Court Ajmer S.O,305001,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2432436,NA,Ajmer H.O,NA,NA
Shastri Nagar S.O (Ajmer),305001,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2621157,NA,Ajmer H.O,NA,NA
Shivaji Nagar S.O (Ajmer),305801,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,01463-242300,NA,Madanganj Kishangarh H.O,NA,NA
Silora B.O,305802,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Kishangarh City S.O,Madanganj Kishangarh H.O,NA,NA
Singara B.O,305815,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Salemabad S.O,Madanganj Kishangarh H.O,NA,NA
Sinodia B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Sironj B.O,305813,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Arain S.O,Madanganj Kishangarh H.O,NA,NA
Somalpur B.O,305003,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Hmt Ajmer Dtso S.O,Ajmer H.O,NA,NA
Srinagar S.O (Ajmer),305025,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,01491-286222,NA,Madanganj Kishangarh H.O,NA,NA
Sursara B.O,305801,B.O directly a/w Head Office,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,NA,Madanganj Kishangarh H.O,NA,NA
Tabiji B.O,305206,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Saradhana S.O,Ajmer H.O,NA,NA
Thal B.O,305801,B.O directly a/w Head Office,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,NA,Madanganj Kishangarh H.O,NA,NA
Tihari B.O,305025,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Nasirabad,Ajmer,RAJASTHAN,NA,Srinagar S.O (Ajmer),Madanganj Kishangarh H.O,NA,NA
Tikawara B.O,305802,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Kishangarh City S.O,Madanganj Kishangarh H.O,NA,NA
Tiloniya S.O,305816,S.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,01463-288234,NA,Madanganj Kishangarh H.O,NA,NA
Tilora B.O,305022,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Pushkar S.O,Ajmer H.O,NA,NA
Tityari B.O,305815,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Salemabad S.O,Madanganj Kishangarh H.O,NA,NA
Tyod B.O,305814,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishan Garh,Ajmer,RAJASTHAN,NA,Roopnagar S.O,Madanganj Kishangarh H.O,NA,NA
Udaipur Kalan B.O,305802,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Kishangarh,Ajmer,RAJASTHAN,NA,Kishangarh City S.O,Madanganj Kishangarh H.O,NA,NA
Untra B.O,305023,B.O,Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,NA,Gagwana S.O,Ajmer H.O,NA,NA
Vaishali Nagar Ajmer S.O,305004,S.O,Non-Delivery,Ajmer,Ajmer,Rajasthan,Ajmer,Ajmer,RAJASTHAN,0145-2432436,NA,Ajmer H.O,NA,NA
