officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Chundale S.O,673123,S.O,Delivery,Calicut,Calicut,Kerala,Vythiri,Wayanad,KERALA,04936-202370,NA,Kalpetta H.O,NA,NA
Cottanad B.O,673577,B.O,Delivery,Calicut,Calicut,Kerala,Vythiri,Wayanad,KERALA,NA,Meppadi S.O,Kalpetta H.O,NA,NA
Devagiri College B.O,673008,B.O,Non-Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Calicut Medical College S.O,Calicut H.O,NA,NA
East Hill S.O,673005,S.O,Non-Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2383960,NA,Calicut H.O,NA,NA
Edakkad - West Hill B.O,673005,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,West Hill S.O,Calicut H.O,NA,NA
Edakkara - Quilandy B.O,673616,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Chelannur S.O,Calicut Civil Station H.O,NA,NA
Elathur S.O (Kozhikode),673303,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2462002,NA,Calicut H.O,NA,NA
Elettil B.O,673572,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Kotuvalli S.O,Calicut Civil Station H.O,NA,NA
Eranhikkal B.O,673303,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Elathur S.O (Kozhikode),Calicut H.O,NA,NA
Eranhipalam S.O,673006,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2767695,NA,Calicut Civil Station H.O,NA,NA
Eravannur B.O,673585,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Narikkuni S.O,Calicut Civil Station H.O,NA,NA
Farook College S.O,673632,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2440787,NA,Calicut H.O,NA,NA
Feroke Pettah S.O,673631,S.O,Non-Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2485130,NA,Calicut H.O,NA,NA
Feroke S.O,673631,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2482277,NA,Calicut H.O,NA,NA
Govinda Puram B.O,673016,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Kuthiravattom S.O,Calicut H.O,NA,NA
Guruvayurappan College S.O,673014,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2330292,NA,Calicut H.O,NA,NA
Iim Kozhikode Campus S.O,673570,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2809330,NA,Calicut Civil Station H.O,NA,NA
Iringallur B.O,673014,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Guruvayurappan College S.O,Calicut H.O,NA,NA
Irivallur B.O,673616,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Chelannur S.O,Calicut Civil Station H.O,NA,NA
Kabanigiri B.O,673579,B.O,Delivery,Calicut,Calicut,Kerala,Sulthanbathery,Wayanad,KERALA,NA,Pulpalli S.O,Kalpetta H.O,NA,NA
Kadalmat B.O,673581,B.O,Delivery,Calicut,Calicut,Kerala,Sulthan Batheri,Wayanad,KERALA,NA,Vatuvanchal S.O,Kalpetta H.O,NA,NA
Kadalundi S.O,673302,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2470202,NA,Calicut H.O,NA,NA
Kakka Vayal B.O,673122,B.O,Delivery,Calicut,Calicut,Kerala,Sulthanbathery,Wayanad,KERALA,NA,Kalpetta North S.O,Kalpetta H.O,NA,NA
Kakkad Pudupadi B.O,673586,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Puduppadi S.O,Calicut Civil Station H.O,NA,NA
Kakkatampoyil B.O,673604,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Kutaranni S.O,Calicut Civil Station H.O,NA,NA
Kakkoti S.O,673611,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2265798,NA,Calicut Civil Station H.O,NA,NA
Kakkur B.O,673613,B.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,NA,Nanminda S.O,Calicut Civil Station H.O,NA,NA
Kalanadi Kolli B.O,673579,B.O,Delivery,Calicut,Calicut,Kerala,Sulthanbathery,Wayanad,KERALA,NA,Pulpalli S.O,Kalpetta H.O,NA,NA
Kalathu Vayal B.O,673593,B.O,Delivery,Calicut,Calicut,Kerala,Sulthanbathery,Wayanad,KERALA,NA,Ambalavayal S.O,Kalpetta H.O,NA,NA
Kallai-kozhikode S.O,673003,S.O,Delivery,Calicut,Calicut,Kerala,Kozhikode,Kozhikode,KERALA,0495-2320142,NA,Calicut H.O,NA,NA
