officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Bijaynagar B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
Bindi B.O,813109,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Rajoun,Banka,BIHAR,NA,Punsia S.O,Banka H.O,NA,NA
Bisanpur Bhurbhuri B.O,813104,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bausi,Banka,BIHAR,NA,Bounsi S.O,Banka H.O,NA,NA
Bishambharchak B.O,813101,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,Amarpur S.O (Banka),Banka H.O,NA,NA
Bishanpur B.O,813205,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ghogha S.O,Bhagalpur H.O,NA,NA
Bishanpur B.O,813105,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Jagdishpur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Bishanpur B.O,813207,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Fullidumar,Banka,BIHAR,NA,Khesar S.O,Banka H.O,NA,NA
Bishanpurjicho B.O,813210,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sabour,Bhagalpur,BIHAR,NA,Sabour S.O,Bhagalpur H.O,NA,NA
Bounsi S.O,813104,S.O,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,06424-237722,NA,Banka H.O,NA,NA
Budhuchal B.O,813222,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Colgong,Bhagalpur,BIHAR,NA,Mathurapur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Burhanath B.O,812005,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Aliganj S.O,Bhagalpur H.O,NA,NA
Buzurgharna B.O,813105,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Jagdishpur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Chakdaria B.O,813210,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sabour,Bhagalpur,BIHAR,NA,Sabour S.O,Bhagalpur H.O,NA,NA
Chaknarayanpur B.O,812006,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,NA,Nathnagar S.O,Bhagalpur H.O,NA,NA
Chaknathu B.O,813204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ekchari S.O,Bhagalpur H.O,NA,NA
Chakrani B.O,853203,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Narayanpur,Bhagalpur,BIHAR,NA,Narayanpur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Chalna B.O,813110,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Barahat,Banka,BIHAR,NA,Panjwara S.O,Banka H.O,NA,NA
Champanagar S.O,812004,S.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,0641-2501401,NA,Bhagalpur H.O,NA,NA
Chandan S.O,814131,S.O,Delivery,Bhagalpur,Patna HQ,Bihar,Chanan,Banka,BIHAR,06424-222353,NA,Banka H.O,NA,NA
Chandedih B.O,813109,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Rajoun,Banka,BIHAR,NA,Punsia S.O,Banka H.O,NA,NA
Chandpur B.O,813105,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Jagdishpur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Chandrabhanpur B.O,812006,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,NA,Nathnagar S.O,Bhagalpur H.O,NA,NA
Chanjeri B.O,813109,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Barahat,Banka,BIHAR,NA,Punsia S.O,Banka H.O,NA,NA
Channo B.O,813204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ekchari S.O,Bhagalpur H.O,NA,NA
Chapar B.O,853204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Rangra Chowk,Bhagalpur,BIHAR,NA,Naugachia S.O,Bhagalpur H.O,NA,NA
Charkapathar B.O,813106,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Katoria,Banka,BIHAR,NA,Katoria S.O,Banka H.O,NA,NA
Chathar Dhaniar B.O,813221,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Shambhuganj,Banka,BIHAR,NA,Tarapur S.O (Munger),Bhagalpur H.O,NA,NA
Chatmadih B.O,813201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Tarapur,Munger,BIHAR,NA,Asarganj S.O,Bhagalpur H.O,NA,NA
Chazabargaon B.O,812006,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,NA,Nathnagar S.O,Bhagalpur H.O,NA,NA
Chhotonaki B.O,813204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ekchari S.O,Bhagalpur H.O,NA,NA
Chorgaon B.O,813201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Tarapur,Munger,BIHAR,NA,Asarganj S.O,Bhagalpur H.O,NA,NA
Chutia B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
Chutia B.O,813211,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Shambhuganj,Banka,BIHAR,NA,Shambhuganj S.O,Banka H.O,NA,NA
Chvapaui B.O,813104,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bounsi,Banka,BIHAR,NA,Bounsi S.O,Banka H.O,NA,NA
Dadri B.O,813212,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sangrampur,Munger,BIHAR,NA,Sangrampur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Dahuwa B.O,813104,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bausi,Banka,BIHAR,NA,Bounsi S.O,Banka H.O,NA,NA
Danda Bazar B.O,812005,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Mirjanhat S.O,Bhagalpur H.O,NA,NA
Danra B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
Darha B.O,813212,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sangrampur,Munger,BIHAR,NA,Sangrampur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Dariapur B.O,812006,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,NA,Nathnagar S.O,Bhagalpur H.O,NA,NA
Dhakamor B.O,813103,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Barahat,Banka,BIHAR,NA,Barahat S.O,Banka H.O,NA,NA
Dhakamore B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
Dhankar B.O,813204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ekchari S.O,Bhagalpur H.O,NA,NA
Dhankuria B.O,813207,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Phulidumar,Banka,BIHAR,NA,Khesar S.O,Banka H.O,NA,NA
Dhanora B.O,813204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ekchari S.O,Bhagalpur H.O,NA,NA
Dharahara B.O,853204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Naugachia,Bhagalpur,BIHAR,NA,Naugachia S.O,Bhagalpur H.O,NA,NA
Dharampurrahi B.O,853201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bhipur,Bhagalpur,BIHAR,NA,Bihpur S.O,Bhagalpur H.O,NA,NA
Dharia B.O,813205,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Dharia,Banka,BIHAR,NA,Ghogha S.O,Bhagalpur H.O,NA,NA
Dhoabai B.O,813204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Ekchari S.O,Bhagalpur H.O,NA,NA
Dholbazza Bazar B.O,853204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Naugachhia,Bhagalpur,BIHAR,NA,Naugachia S.O,Bhagalpur H.O,NA,NA
Dhuibelari B.O,813201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Shambhuganj,Banka,BIHAR,NA,Asarganj S.O,Bhagalpur H.O,NA,NA
Dimala B.O,853204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Naugachia,Bhagalpur,BIHAR,NA,Naugachia S.O,Bhagalpur H.O,NA,NA
Domohan B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
Dudhari B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
Duldulia B.O,813209,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Pripainti,Bhagalpur,BIHAR,NA,Pripainti S.O,Bhagalpur H.O,NA,NA
Dumarama B.O,813101,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Amarpur,Banka,BIHAR,NA,Amarpur S.O (Banka),Banka H.O,NA,NA
Dumaria B.O,813212,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sangrampur,Munger,BIHAR,NA,Sangrampur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Durmalta B.O,813221,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sangrampur,Munger,BIHAR,NA,Tarapur S.O (Munger),Bhagalpur H.O,NA,NA
Ekchari Khawas B.O,813222,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Colgong,Bhagalpur,BIHAR,NA,Mathurapur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Ekchari S.O,813204,S.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgaon,Bhagalpur,BIHAR,06429-99319468,NA,Bhagalpur H.O,NA,NA
Ekdara B.O,813222,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgoan,Bhagalpur,BIHAR,NA,Mathurapur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Fatehpur B.O,812004,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,NA,Bhagalpur,BIHAR,NA,Champanagar S.O,Bhagalpur H.O,NA,NA
Fatehpur S.O (BhagalpB.O,813210,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sabour,Bhagalpur,BIHAR,NA,Sabour S.O,Bhagalpur H.O,NA,NA
Fullidumar B.O,813207,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Fullidumar,Banka,BIHAR,NA,Khesar S.O,Banka H.O,NA,NA
Gangapur Diara B.O,813213,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Narayanpur,Bhagalpur,BIHAR,NA,Sultanganj S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Gerua B.O,813212,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sangrampur,Munger,BIHAR,NA,Sangrampur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Ghazipur B.O,813221,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Tarapur,Bhagalpur,BIHAR,NA,Tarapur S.O (Munger),Bhagalpur H.O,NA,NA
Ghogha S.O,813205,S.O,Delivery,Bhagalpur,Patna HQ,Bihar,Kahalgaon,Bhagalpur,BIHAR,06429-281130,NA,Bhagalpur H.O,NA,NA
Gidhora B.O,813211,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Shambhuganj,Banka,BIHAR,NA,Shambhuganj S.O,Banka H.O,NA,NA
Gokula B.O,813104,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bausi,Banka,BIHAR,NA,Bounsi S.O,Banka H.O,NA,NA
Golhatti B.O,813104,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bausi,Banka,BIHAR,NA,Bounsi S.O,Banka H.O,NA,NA
Golni Kusaha B.O,813221,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Tarapur,Munger,BIHAR,NA,Tarapur S.O (Munger),Bhagalpur H.O,NA,NA
Gonai B.O,813201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Tarapur,Munger,BIHAR,NA,Asarganj S.O,Bhagalpur H.O,NA,NA
Gopalpur B.O,813107,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Rajoun,Banka,BIHAR,NA,Rajoun S.O,Banka H.O,NA,NA
Goradih B.O,813210,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Sabour,Bhagalpur,BIHAR,NA,Sabour S.O,Bhagalpur H.O,NA,NA
Gorgama B.O,813101,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bausi,Banka,BIHAR,NA,Amarpur S.O (Banka),Banka H.O,NA,NA
Gorgama B.O,813104,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bounsi,Banka,BIHAR,NA,Bounsi S.O,Banka H.O,NA,NA
Gosaigaov B.O,853204,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Naugachia,Bhagalpur,BIHAR,NA,Naugachia S.O,Bhagalpur H.O,NA,NA
Gourachouki B.O,812005,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Mirjanhat S.O,Bhagalpur H.O,NA,NA
Gouripur B.O,853201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bihpur,Bhagalpur,BIHAR,NA,Bihpur S.O,Bhagalpur H.O,NA,NA
Gvbrain B.O,812006,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,NA,Nathnagar S.O,Bhagalpur H.O,NA,NA
Habibpur B.O,812005,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,NA,Aliganj S.O,Bhagalpur H.O,NA,NA
Habibpur S.O (Bhagalpur),813113,S.O,Delivery,Bhagalpur,Patna HQ,Bihar,Jagdishpur,Bhagalpur,BIHAR,0641-2400066,NA,Bhagalpur H.O,NA,NA
Harchandi B.O,813105,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Rajaun,Banka,BIHAR,NA,Jagdishpur S.O (Bhagalpur),Bhagalpur H.O,NA,NA
Haridaspur B.O,812006,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Nathnagar,Bhagalpur,BIHAR,NA,Nathnagar S.O,Bhagalpur H.O,NA,NA
Hario B.O,853201,B.O,Delivery,Bhagalpur,Patna HQ,Bihar,Bihpur,Bhagalpur,BIHAR,NA,Bihpur S.O,Bhagalpur H.O,NA,NA
Haripur B.O,813102,B.O directly a/w Head Office,Delivery,Bhagalpur,Patna HQ,Bihar,Banka,Banka,BIHAR,NA,NA,Banka H.O,NA,NA
